50.000,0.100
100.000,0.080
150.000,0.090
200.000,0.113
250.000,0.106
300.000,0.106
350.000,0.126
400.000,0.126
450.000,0.124
500.000,0.136
550.000,0.134
600.000,0.128
650.000,0.124
700.000,0.112
750.000,0.110
800.000,0.134
850.000,0.130
900.000,0.148
950.000,0.196
1000.000,0.224
1050.000,0.198
1100.000,0.226
1150.000,0.226
1200.000,0.198
1250.000,0.186
1300.000,0.220
1350.000,0.222
1400.000,0.258
1450.000,0.282
1500.000,0.296
1550.000,0.316
1600.000,0.324
1650.000,0.356
1700.000,0.364
1750.000,0.388
1800.000,0.418
1850.000,0.446
1900.000,0.446
1950.000,0.486
2000.000,0.508
2050.000,0.494
2100.000,0.506
2150.000,0.504
2200.000,0.492
2250.000,0.512
2300.000,0.538
2350.000,0.538
2400.000,0.548
2450.000,0.562
2500.000,0.520
2550.000,0.498
2600.000,0.510
2650.000,0.506
2700.000,0.484
2750.000,0.526
2800.000,0.544
2850.000,0.546
2900.000,0.540
2950.000,0.554
3000.000,0.528
3050.000,0.520
3100.000,0.494
3150.000,0.500
3200.000,0.486
3250.000,0.488
3300.000,0.472
3350.000,0.490
3400.000,0.462
3450.000,0.452
3500.000,0.450
3550.000,0.440
3600.000,0.400
3650.000,0.412
3700.000,0.400
3750.000,0.382
3800.000,0.376
3850.000,0.376
3900.000,0.360
3950.000,0.388
4000.000,0.408
4050.000,0.454
4100.000,0.480
4150.000,0.516
4200.000,0.506
4250.000,0.512
4300.000,0.480
4350.000,0.466
4400.000,0.432
4450.000,0.440
4500.000,0.430
4550.000,0.434
4600.000,0.434
4650.000,0.430
4700.000,0.416
4750.000,0.412
4800.000,0.402
4850.000,0.402
4900.000,0.424
4950.000,0.438
5000.000,0.448
5050.000,0.422
5100.000,0.370
5150.000,0.290
5200.000,0.244
5250.000,0.218
5300.000,0.236
5350.000,0.266
5400.000,0.312
5450.000,0.316
5500.000,0.322
5550.000,0.322
5600.000,0.340
5650.000,0.340
5700.000,0.330
5750.000,0.292
5800.000,0.248
5850.000,0.208
5900.000,0.188
5950.000,0.186
6000.000,0.192
6050.000,0.212
6100.000,0.242
6150.000,0.270
6200.000,0.258
6250.000,0.230
6300.000,0.224
6350.000,0.178
6400.000,0.138
6450.000,0.120
6500.000,0.116
6550.000,0.088
6600.000,0.080
6650.000,0.056
6700.000,0.056
6750.000,0.060
6800.000,0.062
6850.000,0.068
6900.000,0.078
6950.000,0.082
7000.000,0.082
7050.000,0.076
7100.000,0.072
7150.000,0.060
7200.000,0.044
7250.000,0.036
7300.000,0.050
7350.000,0.078
7400.000,0.080
7450.000,0.092
7500.000,0.100
7550.000,0.124
7600.000,0.134
7650.000,0.164
7700.000,0.188
7750.000,0.234
7800.000,0.236
7850.000,0.234
7900.000,0.236
7950.000,0.258
8000.000,0.238
8050.000,0.242
8100.000,0.238
8150.000,0.266
8200.000,0.260
8250.000,0.254
8300.000,0.250
8350.000,0.246
8400.000,0.224
8450.000,0.214
8500.000,0.240
8550.000,0.260
8600.000,0.272
